Symbol,Symbol - Name
TAL,TAL - TAL Education Group American Depositary Shares
TALK,TALK - Talkspace Inc. Common Stock
TALO,TALO - Talos Energy Inc. Common Stock
TALS,TALS - Talaris Therapeutics Inc. Common Stock
TANH,TANH - Tantech Holdings Ltd. Common Stock
TANNI,TANNI - TravelCenters of America Inc. 8.25% Senior Notes due 2028
TANNL,TANNL - TravelCenters of America Inc. 8.00% Senior Notes due 2029
TANNZ,TANNZ - TravelCenters of America Inc. 8.00% Senior Notes due 2030
TAOP,TAOP - Taoping Inc. Ordinary Shares 
TAP,TAP - Molson Coors Beverage Company Class B Common Stock
TARA,TARA - Protara Therapeutics Inc.  Common Stock
TARO,TARO - Taro Pharmaceutical Industries Ltd. Ordinary Shares
TARS,TARS - Tarsus Pharmaceuticals Inc. Common Stock
TASK,TASK - TaskUs Inc. Class A Common Stock
TAST,TAST - Carrols Restaurant Group Inc. Common Stock
TATT,TATT - TAT Technologies Ltd. Ordinary Shares
TAYD,TAYD - Taylor Devices Inc. Common Stock
TBB,TBB - AT&T Inc. 5.350% Global Notes due 2066
TBBK,TBBK - The Bancorp Inc Common Stock
TBC,TBC - AT&T Inc. 5.625% Global Notes due 2067
TBCP,TBCP - Thunder Bridge Capital Partners III Inc. Class A Common Stock
TBCPU,TBCPU - Thunder Bridge Capital Partners III Inc. Units
TBI,TBI - TrueBlue Inc. Common Stock
TBK,TBK - Triumph Bancorp Inc. Common Stock
TBKCP,TBKCP - Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock
TBLA,TBLA - Taboola.com Ltd. Ordinary Shares
TBLD,TBLD - Thornburg Income Builder Opportunities Trust Common Stock
TBLT,TBLT - ToughBuilt Industries Inc. Common Stock
TBLTW,TBLTW - ToughBuilt Industries Inc. Warrant
TBNK,TBNK - Territorial Bancorp Inc. Common Stock
TBPH,TBPH - Theravance Biopharma Inc. Ordinary Shares
TBSA,TBSA - TB SA Acquisition Corp Class A Ordinary Share
TC,TC - TuanChe Limited American Depositary Shares
TCAC,TCAC - Tuatara Capital Acquisition Corporation Class A Ordinary Shares
TCACU,TCACU - Tuatara Capital Acquisition Corporation Unit
TCBC,TCBC - TC Bancshares Inc. Common Stock
TCBI,TCBI - Texas Capital Bancshares Inc. Common Stock
TCBIO,TCBIO - Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B
TCBK,TCBK - TriCo Bancshares Common Stock
TCBS,TCBS - Texas Community Bancshares Inc. Common Stock
TCBX,TCBX - Third Coast Bancshares Inc. Common Stock
TCDA,TCDA - Tricida Inc. Common Stock
TCFC,TCFC - The Community Financial Corporation Common Stock
TCI,TCI - Transcontinental Realty Investors Inc. Common Stock
TCMD,TCMD - Tactile Systems Technology Inc. Common Stock
TCN,TCN - Tricon Residential Inc. Common Shares
TCOM,TCOM - Trip.com Group Limited American Depositary Shares
TCON,TCON - TRACON Pharmaceuticals Inc. Common Stock
TCPC,TCPC - BlackRock TCP Capital Corp. Common Stock
TCRR,TCRR - TCR2 Therapeutics Inc. Common Stock
TCRX,TCRX - TScan Therapeutics Inc. Common Stock
TCS,TCS - Container Store (The) Common Stock
TCVA,TCVA - TCV Acquisition Corp. Class A Ordinary Shares
TCX,TCX - Tucows Inc. Class A Common Stock
TD,TD - Toronto Dominion Bank (The) Common Stock
TDC,TDC - Teradata Corporation Common Stock
TDCX,TDCX - TDCX Inc. American Depositary Shares each representing one Class A ordinary share
TDF,TDF - Templeton Dragon Fund Inc. Common Stock
TDG,TDG - Transdigm Group Incorporated Common Stock
TDOC,TDOC - Teladoc Health Inc. Common Stock
TDS,TDS - Telephone and Data Systems Inc. Common Shares
TDUP,TDUP - ThredUp Inc. Class A Common Stock
TDW,TDW - Tidewater Inc. Common Stock
TDY,TDY - Teledyne Technologies Incorporated Common Stock
TEAF,TEAF - Ecofin Sustainable and Social Impact Term Fund
TEAM,TEAM - Atlassian Corporation Plc Class A Ordinary Shares
TECH,TECH - Bio-Techne Corp Common Stock
TECK,TECK - Teck Resources Ltd Ordinary Shares
TECTP,TECTP - Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock
TEDU,TEDU - Tarena International Inc. American Depositary Shares
TEF,TEF - Telefonica SA Common Stock
TEI,TEI - Templeton Emerging Markets Income Fund Inc. Common Stock
TEKK,TEKK - Tekkorp Digital Acquisition Corp. Class A Ordinary Shares
TEKKU,TEKKU - Tekkorp Digital Acquisition Corp. Unit
TEKKW,TEKKW - Tekkorp Digital Acquisition Corp. Warrant
TEL,TEL - TE Connectivity Ltd. New Switzerland Registered Shares
TELA,TELA - TELA Bio Inc. Common Stock
TELL,TELL - Tellurian Inc. Common Stock
TELZ,TELZ - Tellurian Inc. 8.25% Senior Notes due 2028
TEN,TEN - Tenneco Inc. Class A Voting Common Stock
TENB,TENB - Tenable Holdings Inc. Common Stock
TENX,TENX - Tenax Therapeutics Inc. Common Stock
TEO,TEO - Telecom Argentina SA
TER,TER - Teradyne Inc. Common Stock
TERN,TERN - Terns Pharmaceuticals Inc. Common Stock
TESS,TESS - TESSCO Technologies Incorporated Common Stock
TETC,TETC - Tech and Energy Transition Corporation Class A Common Stock
TETCU,TETCU - Tech and Energy Transition Corporation Unit
TEVA,TEVA - Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,TEX - Terex Corporation Common Stock
TFC,TFC - Truist Financial Corporation Common Stock
TFFP,TFFP - TFF Pharmaceuticals Inc. Common Stock
TFII,TFII - TFI International Inc. Common Shares
TFSA,TFSA - Terra Income Fund VI 7.00% Notes due 2026
TFSL,TFSL - TFS Financial Corporation Common Stock
TFX,TFX - Teleflex Incorporated Common Stock
TG,TG - Tredegar Corporation Common Stock
TGA,TGA - TransGlobe Energy Corporation Ordinary Shares (Canada)
TGB,TGB - Taseko Mines Ltd. Common Stock
TGH,TGH - Textainer Group Holdings Limited Common Shares
TGI,TGI - Triumph Group Inc. Common Stock
TGLS,TGLS - Tecnoglass Inc. Ordinary Shares
TGNA,TGNA - TEGNA Inc
TGP,TGP - Teekay LNG Partners L.P.
TGS,TGS - Transportadora de Gas del Sur SA TGS Common Stock
TGT,TGT - Target Corporation Common Stock
TGTX,TGTX - TG Therapeutics Inc. Common Stock
TGVCU,TGVCU - TG Venture Acquisition Corp. Units
TH,TH - Target Hospitality Corp. Common Stock
THACU,THACU - Thrive Acquisition Corporation Unit
THC,THC - Tenet Healthcare Corporation Common Stock
THCA,THCA - Tuscan Holdings Corp. II Common Stock
THCAU,THCAU - Tuscan Holdings Corp. II Unit
THCP,THCP - Thunder Bridge Capital Partners IV Inc. Class A Common Stock
THCPU,THCPU - Thunder Bridge Capital Partners IV Inc. Unit
THFF,THFF - First Financial Corporation Indiana Common Stock
THG,THG - Hanover Insurance Group Inc
THM,THM - International Tower Hill Mines Ltd. Ordinary Shares (Canada)
THMA,THMA - Thimble Point Acquisition Corp. Class A Common Stock
THMAU,THMAU - Thimble Point Acquisition Corp. Unit
THMO,THMO - ThermoGenesis Holdings Inc. Common Stock
THO,THO - Thor Industries Inc. Common Stock
THQ,THQ - Tekla Healthcare Opportunies Fund Shares of Beneficial Interest
THR,THR - Thermon Group Holdings Inc. Common Stock
THRM,THRM - Gentherm Inc Common Stock
THRN,THRN - Thorne Healthtech Inc. Common Stock
THRX,THRX - Theseus Pharmaceuticals Inc. Common Stock
THRY,THRY - Thryv Holdings Inc. Common Stock
THS,THS - Treehouse Foods Inc. Common Stock
THTX,THTX - Theratechnologies Inc. Common Shares
THW,THW - Tekla World Healthcare Fund Shares of Beneficial Interest
TIG,TIG - Trean Insurance Group Inc. Common Stock
TIGO,TIGO - Millicom International Cellular S.A. Common Stock
TIGR,TIGR - UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares
TIL,TIL - Instil Bio Inc. Common Stock
TILE,TILE - Interface Inc. Common Stock
TIMB,TIMB - TIM S.A. American Depositary Shares (Each representing 5 Common Shares) 
TINV,TINV - Tiga Acquisition Corp. Class A Ordinary Shares
TIOA,TIOA - Tio Tech A Class A Ordinary Share
TIOAU,TIOAU - Tio Tech A Units
TIPT,TIPT - Tiptree Inc. Common Stock
TIRX,TIRX - TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares
TISI,TISI - Team Inc. Common Stock
TITN,TITN - Titan Machinery Inc. Common Stock
TIVC,TIVC - Tivic Health Systems Inc. Common Stock
TIXT,TIXT - TELUS International (Cda) Inc. Subordinate Voting Shares
TJX,TJX - TJX Companies Inc. (The) Common Stock
TK,TK - Teekay Corporation Common Stock
TKAT,TKAT - Takung Art Co. Ltd. Common Stock
TKC,TKC - Turkcell Iletisim Hizmetleri AS Common Stock
TKNO,TKNO - Alpha Teknova Inc. Common Stock
TKR,TKR - Timken Company (The) Common Stock
TLGA,TLGA - TLG Acquisition One Corp. Class A Common Stock
TLIS,TLIS - Talis Biomedical Corporation Common Stock
TLK,TLK - PT Telekomunikasi Indonesia Tbk
TLMD,TLMD - SOC Telemed Inc. Class A Common Stock
TLRY,TLRY - Tilray Inc. Class 2 Common Stock 
TLS,TLS - Telos Corporation Common Stock
TLSA,TLSA - Tiziana Life Sciences Ltd. Common Shares
TLYS,TLYS - Tilly's Inc. Common Stock
TM,TM - Toyota Motor Corporation Common Stock
TMAC,TMAC - The Music Acquisition Corporation Class A Common Stock
TMBR,TMBR - Timber Pharmaceuticals Inc. Common Stock
TMC,TMC - TMC the metals company Inc. Common Stock
TMCI,TMCI - Treace Medical Concepts Inc. Common Stock
TMCWW,TMCWW - TMC the metals company Inc. Warrants
TMDI,TMDI - Titan Medical Inc. Ordinary Shares
TMDX,TMDX - TransMedics Group Inc. Common Stock
TME,TME - Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares
TMHC,TMHC - Taylor Morrison Home Corporation Common Stock
TMKR,TMKR - Tastemaker Acquisition Corp. Class A Common Stock
TMKRU,TMKRU - Tastemaker Acquisition Corp. Unit
TMO,TMO - Thermo Fisher Scientific Inc Common Stock
TMP,TMP - Tompkins Financial Corporation Common Stock
TMPM,TMPM - Turmeric Acquisition Corp. Class A Ordinary Shares
TMPMU,TMPMU - Turmeric Acquisition Corp. Unit
TMQ,TMQ - Trilogy Metals Inc. Common Stock
TMST,TMST - TimkenSteel Corporation Common Shares
TMUS,TMUS - T-Mobile US Inc. Common Stock
TMX,TMX - Terminix Global Holdings Inc. Common Stock
TNC,TNC - Tennant Company Common Stock
TNDM,TNDM - Tandem Diabetes Care Inc. Common Stock
TNET,TNET - TriNet Group Inc. Common Stock
TNGX,TNGX - Tango Therapeutics Inc.
TNK,TNK - Teekay Tankers Ltd.
TNL,TNL - Travel   Leisure Co. Common  Stock
TNP,TNP - Tsakos Energy Navigation Ltd Common Shares
TNXP,TNXP - Tonix Pharmaceuticals Holding Corp. Common Stock
TNYA,TNYA - Tenaya Therapeutics Inc. Common Stock
TOACU,TOACU - Talon 1 Acquisition Corp. Unit
TOI,TOI - The Oncology Institute Inc. Common Stock
TOL,TOL - Toll Brothers Inc. Common Stock
TOMZ,TOMZ - TOMI Environmental Solutions Inc. Common Stock
TOPS,TOPS - TOP Ships Inc. Common Stock
TOST,TOST - Toast Inc. Class A Common Stock
TOUR,TOUR - Tuniu Corporation American Depositary Shares
TOWN,TOWN - TowneBank Common Stock
TPB,TPB - Turning Point Brands Inc. Common Stock
TPBA,TPBA - TPB Acquisition Corporation I Class A Ordinary Share
TPBAU,TPBAU - TPB Acquisition Corporation I Unit
TPC,TPC - Tutor Perini Corporation Common Stock
TPGS,TPGS - TPG Pace Solutions Corp. Class A Ordinary Shares
TPGY,TPGY - TPG Pace Beneficial Finance Corp. Class A Ordinary Shares
TPH,TPH - Tri Pointe Homes Inc. Common Stock
TPHS,TPHS - Trinity Place Holdings Inc. Common Stock
TPIC,TPIC - TPI Composites Inc. Common Stock
TPL,TPL - Texas Pacific Land Corporation Common Stock
TPR,TPR - Tapestry Inc. Common Stock
TPST,TPST - Tempest Therapeutics Inc. Common Stock
TPTA,TPTA - Terra Property Trust Inc. 6.00% Notes due 2026
TPTX,TPTX - Turning Point Therapeutics Inc. Common Stock
TPVG,TPVG - TriplePoint Venture Growth BDC Corp. Common Stock
TPX,TPX - Tempur Sealy International Inc. Common Stock
TPZ,TPZ - Tortoise Power and Energy Infrastructure Fund Inc Common Stock
TR,TR - Tootsie Roll Industries Inc. Common Stock
TRC,TRC - Tejon Ranch Co Common Stock
TRCA,TRCA - Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares
TRDA,TRDA - Entrada Therapeutics Inc. Common Stock
TREB,TREB - Trebia Acquisition Corp. Class A Ordinary Shares
TREC,TREC - Trecora Resources Common Stock
TREE,TREE - LendingTree Inc. Common Stock
TREX,TREX - Trex Company Inc. Common Stock
TRGP,TRGP - Targa Resources Inc. Common Stock
TRHC,TRHC - Tabula Rasa HealthCare Inc. Common Stock
TRI,TRI - Thomson Reuters Corp Ordinary Shares
TRIB,TRIB - Trinity Biotech plc American Depositary Shares
TRIN,TRIN - Trinity Capital Inc. Common Stock
TRIP,TRIP - TripAdvisor Inc. Common Stock
TRIT,TRIT - Triterras Inc. Class A Ordinary Shares
TRKA,TRKA - Troika Media Group Inc. Common Stock
TRMB,TRMB - Trimble Inc. Common Stock
TRMD,TRMD - TORM plc Class A Common Stock
TRMK,TRMK - Trustmark Corporation Common Stock
TRMR,TRMR - Tremor International Ltd. American Depository Shares
TRN,TRN - Trinity Industries Inc. Common Stock
TRNO,TRNO - Terreno Realty Corporation Common Stock
TRNS,TRNS - Transcat Inc. Common Stock
TRON,TRON - Corner Growth Acquisition Corp. 2 Class A Ordinary Share
TROO,TROO - TROOPS Inc. Ordinary Shares 
TROW,TROW - T. Rowe Price Group Inc. Common Stock
TROX,TROX - Tronox Holdings plc Ordinary Shares (UK)
TRP,TRP - TC Energy Corporation Common Stock
TRQ,TRQ - Turquoise Hill Resources Ltd. Ordinary Shares
TRS,TRS - TriMas Corporation Common Stock
TRST,TRST - TrustCo Bank Corp NY Common Stock
TRT,TRT - Trio-Tech International Common Stock
TRTL,TRTL - TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares
TRTN,TRTN - Triton International Limited Common Shares
TRTX,TRTX - TPG RE Finance Trust Inc. Common Stock
TRU,TRU - TransUnion Common Stock
TRUE,TRUE - TrueCar Inc. Common Stock
TRUP,TRUP - Trupanion Inc. Common Stock
TRV,TRV - The Travelers Companies Inc. Common Stock
TRVG,TRVG - trivago N.V. American Depositary Shares
TRVI,TRVI - Trevi Therapeutics Inc. Common Stock
TRVN,TRVN - Trevena Inc. Common Stock
TRX,TRX - Tanzanian Gold Corporation Common Stock
TS,TS - Tenaris S.A. American Depositary Shares
TSBK,TSBK - Timberland Bancorp Inc. Common Stock
TSC,TSC - TriState Capital Holdings Inc. Common Stock
TSCAP,TSCAP - TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock
TSCBP,TSCBP - TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock
TSCO,TSCO - Tractor Supply Company Common Stock
TSE,TSE - Trinseo PLC Ordinary Shares 
TSEM,TSEM - Tower Semiconductor Ltd. Ordinary Shares
TSHA,TSHA - Taysha Gene Therapies Inc. Common Stock
TSI,TSI - TCW Strategic Income Fund Inc. Common Stock
TSIB,TSIB - Tishman Speyer Innovation Corp. II Class A common stock
TSIBU,TSIBU - Tishman Speyer Innovation Corp. II Unit
TSLA,TSLA - Tesla Inc. Common Stock
TSLX,TSLX - Sixth Street Specialty Lending Inc. Common Stock
TSM,TSM - Taiwan Semiconductor Manufacturing Company Ltd.
TSN,TSN - Tyson Foods Inc. Common Stock
TSP,TSP - TuSimple Holdings Inc. Class A Common Stock
TSPQ,TSPQ - TCW Special Purpose Acquisition Corp. Class A Common Stock
TSQ,TSQ - Townsquare Media Inc. Class A Common Stock
TSRI,TSRI - TSR Inc. Common Stock
TSVT,TSVT - 2seventy bio Inc. Common Stock 
TT,TT - Trane Technologies plc
TTC,TTC - Toro Company (The) Common Stock
TTCF,TTCF - Tattooed Chef Inc Class A Common Stock
TTD,TTD - The Trade Desk Inc. Class A Common Stock
TTE,TTE - TotalEnergies SE
TTEC,TTEC - TTEC Holdings Inc. Common Stock
TTEK,TTEK - Tetra Tech Inc. Common Stock
TTGT,TTGT - TechTarget Inc. Common Stock
TTI,TTI - Tetra Technologies Inc. Common Stock
TTM,TTM - Tata Motors Ltd Tata Motors Limited
TTMI,TTMI - TTM Technologies Inc. Common Stock
TTNP,TTNP - Titan Pharmaceuticals Inc. Common Stock
TTOO,TTOO - T2 Biosystems Inc. Common Stock
TTP,TTP - Tortoise Pipeline & Energy Fund Inc. Common Stock
TTSH,TTSH - Tile Shop Holdings Inc. Common Stock
TTWO,TTWO - Take-Two Interactive Software Inc. Common Stock
TU,TU - Telus Corporation Ordinary Shares
TUEM,TUEM - Tuesday Morning Corp. Common Stock
TUFN,TUFN - Tufin Software Technologies Ltd. Ordinary Shares
TUGC,TUGC - TradeUP Global Corporation Class A Ordinary Shares
TUGCU,TUGCU - TradeUP Global Corporation Unit
TUP,TUP - Tupperware Brands Corporation Common Stock
TURN,TURN - 180 Degree Capital Corp. Common Stock
TUSK,TUSK - Mammoth Energy Services Inc. Common Stock
TUYA,TUYA - Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share
TV,TV - Grupo Televisa S.A. Common Stock
TVAC,TVAC - Thayer Ventures Acquisition Corporation Class A Common Stock
TVACW,TVACW - Thayer Ventures Acquisition Corporation Warrant
TVC,TVC - Tennessee Valley Authority Common Stock
TVE,TVE - Tennessee Valley Authority
TVTX,TVTX - Travere Therapeutics Inc. Common Stock
TVTY,TVTY - Tivity Health Inc. Common Stock
TW,TW - Tradeweb Markets Inc. Class A Common Stock
TWCB,TWCB - Bilander Acquisition Corp. Class A Common Stock
TWI,TWI - Titan International Inc. (DE) Common Stock
TWIN,TWIN - Twin Disc Incorporated Common Stock
TWKS,TWKS - Thoughtworks Holding Inc. Common Stock
TWLO,TWLO - Twilio Inc. Class A Common Stock
TWLV,TWLV - Twelve Seas Investment Company II Class A Common Stock
TWLVU,TWLVU - Twelve Seas Investment Company II Unit
TWN,TWN - Taiwan Fund Inc. (The) Common Stock
TWND,TWND - Tailwind Acquisition Corp. Class A Common Stock
TWNI,TWNI - Tailwind International Acquisition Corp. Class A Ordinary Shares
TWNK,TWNK - Hostess Brands Inc. Class A Common Stock
TWNT,TWNT - Tailwind Two Acquisition Corp. Class A Ordinary Shares
TWO,TWO - Two Harbors Investment Corp
TWOA,TWOA - two Class A Ordinary Shares
TWOU,TWOU - 2U Inc. Common Stock
TWST,TWST - Twist Bioscience Corporation Common Stock
TWTR,TWTR - Twitter Inc. Common Stock
TX,TX - Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)
TXG,TXG - 10x Genomics Inc. Class A Common Stock
TXMD,TXMD - TherapeuticsMD Inc. Common Stock
TXN,TXN - Texas Instruments Incorporated Common Stock
TXRH,TXRH - Texas Roadhouse Inc. Common Stock
TXT,TXT - Textron Inc. Common Stock
TY,TY - Tri Continental Corporation Common Stock
TYG,TYG - Tortoise Energy Infrastructure Corporation Common Stock
TYL,TYL - Tyler Technologies Inc. Common Stock
TYME,TYME - Tyme Technologies Inc. Common Stock
TYRA,TYRA - Tyra Biosciences Inc. Common Stock
TZOO,TZOO - Travelzoo Common Stock
TZPS,TZPS - TZP Strategies Acquisition Corp. Class A Ordinary Share
TZPSU,TZPSU - TZP Strategies Acquisition Corp. Unit
U,U - Unity Software Inc. Common Stock
UA,UA - Under Armour Inc. Class C Common Stock
UAA,UAA - Under Armour Inc. Class A Common Stock
UAL,UAL - United Airlines Holdings Inc. Common Stock
UAMY,UAMY - United States Antimony Corporation Common Stock
UAN,UAN - CVR Partners LP Common Units representing Limited Partner Interests
UAVS,UAVS - AgEagle Aerial Systems Inc. Common Stock
UBA,UBA - Urstadt Biddle Properties Inc. Common Stock
UBCP,UBCP - United Bancorp Inc. Common Stock
UBER,UBER - Uber Technologies Inc. Common Stock
UBFO,UBFO - United Security Bancshares Common Stock
UBOH,UBOH - United Bancshares Inc. Common Stock
UBP,UBP - Urstadt Biddle Properties Inc. Common Stock
UBS,UBS - UBS Group AG Registered Ordinary Shares
UBSI,UBSI - United Bankshares Inc. Common Stock
UBX,UBX - Unity Biotechnology Inc. Common Stock
UCBI,UCBI - United Community Banks Inc. Common Stock
UCBIO,UCBIO - United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock
UCL,UCL - uCloudlink Group Inc. American Depositary Shares
UCTT,UCTT - Ultra Clean Holdings Inc. Common Stock
UDMY,UDMY - Udemy Inc. Common Stock
UDR,UDR - UDR Inc. Common Stock
UE,UE - Urban Edge Properties Common Shares of Beneficial Interest
UEC,UEC - Uranium Energy Corp. Common Stock
UEIC,UEIC - Universal Electronics Inc. Common Stock
UEPS,UEPS - Net 1 UEPS Technologies Inc. Common Stock
UFAB,UFAB - Unique Fabricating Inc. Common Stock
UFCS,UFCS - United Fire Group Inc. Common Stock
UFI,UFI - Unifi Inc. New Common Stock
UFPI,UFPI - UFP Industries Inc. Common Stock
UFPT,UFPT - UFP Technologies Inc. Common Stock
UFS,UFS - Domtar Corporation (NEW) Common Stock
UG,UG - United-Guardian Inc. Common Stock
UGI,UGI - UGI Corporation Common Stock
UGIC,UGIC - UGI Corporation Corporate Units
UGP,UGP - Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)
UGRO,UGRO - urban-gro Inc. Common Stock
UHAL,UHAL - Amerco Common Stock
UHS,UHS - Universal Health Services Inc. Common Stock
UHT,UHT - Universal Health Realty Income Trust Common Stock
UI,UI - Ubiquiti Inc. Common Stock
UIHC,UIHC - United Insurance Holdings Corp. Common Stock
UIS,UIS - Unisys Corporation New Common Stock
UK,UK - Ucommune International Ltd Ordinary Shares
UL,UL - Unilever PLC Common Stock
ULBI,ULBI - Ultralife Corporation Common Stock
ULCC,ULCC - Frontier Group Holdings Inc. Common Stock
ULH,ULH - Universal Logistics Holdings Inc. Common Stock
ULTA,ULTA - Ulta Beauty Inc. Common Stock
UMBF,UMBF - UMB Financial Corporation Common Stock
UMC,UMC - United Microelectronics Corporation (NEW) Common Stock
UMH,UMH - UMH Properties Inc. Common Stock
UMPQ,UMPQ - Umpqua Holdings Corporation Common Stock
UNAM,UNAM - Unico American Corporation Common Stock
UNB,UNB - Union Bankshares Inc. Common Stock
UNCY,UNCY - Unicycive Therapeutics Inc. Common Stock
UNF,UNF - Unifirst Corporation Common Stock
UNFI,UNFI - United Natural Foods Inc. Common Stock
UNH,UNH - UnitedHealth Group Incorporated Common Stock (DE)
UNIT,UNIT - Uniti Group Inc. Common Stock
UNM,UNM - Unum Group Common Stock
UNMA,UNMA - Unum Group 6.250% Junior Subordinated Notes due 2058
UNP,UNP - Union Pacific Corporation Common Stock
UNTY,UNTY - Unity Bancorp Inc. Common Stock
UNVR,UNVR - Univar Solutions Inc. Common Stock
UONE,UONE - Urban One Inc. Class A Common Stock
UONEK,UONEK - Urban One Inc. Class D Common Stock
UP,UP - Wheels Up Experience Inc. Class A Common Stock
UPC,UPC - Universe Pharmaceuticals Inc. Ordinary Shares
UPH,UPH - UpHealth Inc. Common Stock
UPLD,UPLD - Upland Software Inc. Common Stock
UPS,UPS - United Parcel Service Inc. Common Stock
UPST,UPST - Upstart Holdings Inc. Common stock
UPTD,UPTD - TradeUP Acquisition Corp. Common Stock
UPTDU,UPTDU - TradeUP Acquisition Corp. Unit
UPWK,UPWK - Upwork Inc. Common Stock
URBN,URBN - Urban Outfitters Inc. Common Stock
URG,URG - Ur Energy Inc Common Shares (Canada)
URGN,URGN - UroGen Pharma Ltd. Ordinary Shares
URI,URI - United Rentals Inc. Common Stock
UROY,UROY - Uranium Royalty Corp. Common Stock
USA,USA - Liberty All-Star Equity Fund Common Stock
USAC,USAC - USA Compression Partners LP Common Units Representing Limited Partner Interests
USAK,USAK - USA Truck Inc. Common Stock
USAP,USAP - Universal Stainless & Alloy Products Inc. Common Stock
USAS,USAS - Americas Gold and Silver Corporation Common Shares no par value
USAU,USAU - U.S. Gold Corp. Common Stock
USB,USB - U.S. Bancorp Common Stock
USCB,USCB - U.S. Century Bank Class A Common Stock
USCTU,USCTU - TKB Critical Technologies 1 Unit
USDP,USDP - USD Partners LP Common Units representing limited partner interest
USEG,USEG - U.S. Energy Corp. Common Stock
USER,USER - UserTesting Inc. Common Stock
USFD,USFD - US Foods Holding Corp. Common Stock
USIO,USIO - Usio Inc. Common Stock
USLM,USLM - United States Lime & Minerals Inc. Common Stock
USM,USM - United States Cellular Corporation Common Stock
USNA,USNA - USANA Health Sciences Inc. Common Stock
USPH,USPH - U.S. Physical Therapy Inc. Common Stock
USWS,USWS - U.S. Well Services Inc. Class A Common Stock
USX,USX - U.S. Xpress Enterprises Inc. Class A Common Stock
UTF,UTF - Cohen & Steers Infrastructure Fund Inc Common Stock
UTG,UTG - Reaves Utility Income Fund Common Shares of Beneficial Interest
UTHR,UTHR - United Therapeutics Corporation Common Stock
UTI,UTI - Universal Technical Institute Inc Common Stock
UTL,UTL - UNITIL Corporation Common Stock
UTMD,UTMD - Utah Medical Products Inc. Common Stock
UTME,UTME - UTime Limited Ordinary Shares
UTRS,UTRS - Minerva Surgical Inc. Common Stock
UTSI,UTSI - UTStarcom Holdings Corp.
UTZ,UTZ - Utz Brands Inc Class A Common Stock 
UUU,UUU - Universal Security Instruments Inc. Common Stock
UUUU,UUUU - Energy Fuels Inc Ordinary Shares (Canada)
UVE,UVE - UNIVERSAL INSURANCE HOLDINGS INC Common Stock
UVSP,UVSP - Univest Financial Corporation Common Stock
UVV,UVV - Universal Corporation Common Stock
UWMC,UWMC - UWM Holdings Corporation Class A Common Stock
UXIN,UXIN - Uxin Limited ADS
UZD,UZD - United States Cellular Corporation 6.250% Senior Notes due 2069
UZE,UZE - United States Cellular Corporation 5.500% Senior Notes due 2070
UZF,UZF - United States Cellular Corporation 5.500% Senior Notes due 2070
V,V - Visa Inc.
VABK,VABK - Virginia National Bankshares Corporation Common Stock
VAC,VAC - Marriott Vacations Worldwide Corporation Common Stock
VACC,VACC - Vaccitech plc American Depositary Shares
VAL,VAL - Valaris Limited Common Shares
VALE,VALE - VALE S.A.  American Depositary Shares Each Representing one common share
VALN,VALN - Valneva SE American Depositary Shares
VALU,VALU - Value Line Inc. Common Stock
VAPO,VAPO - Vapotherm Inc. Common Stock
VAQC,VAQC - Vector Acquisition Corporation II Class A Ordinary Shares
VATE,VATE - INNOVATE Corp. Common Stock
VAXX,VAXX - Vaxxinity Inc. Class A Common Stock
VBF,VBF - Invesco Bond Fund Common Stock
VBFC,VBFC - Village Bank and Trust Financial Corp. Common Stock
VBIV,VBIV - VBI Vaccines Inc. New Common Stock (Canada)
VBLT,VBLT - Vascular Biogenics Ltd. Ordinary Shares
VBNK,VBNK - VersaBank Common Shares
VBTX,VBTX - Veritex Holdings Inc. Common Stock
VC,VC - Visteon Corporation Common Stock
VCEL,VCEL - Vericel Corporation Common Stock
VCF,VCF - Delaware Investments Colorado Municipal Income Fund Inc  Common Stock
VCIF,VCIF - Vertical Capital Income Fund Common Shares of Beneficial Interest
VCKA,VCKA - Vickers Vantage Corp. I Ordinary Shares
VCKAU,VCKAU - Vickers Vantage Corp. I Unit
VCNX,VCNX - Vaccinex Inc. Common Stock
